COD_DANE,NOMBRE_MPI,DPTO_CNMBR,baseline_forest,pixeles_totales
25148,CAPARRAPÍ,CUNDINAMARCA,49230.54,691631
25151,CÁQUEZA,CUNDINAMARCA,3696.66,125081
25154,CARMEN DE CARUPA,CUNDINAMARCA,12642.39,335389
25168,CHAGUANÍ,CUNDINAMARCA,15248.789999999999,193130
25175,CHÍA,CUNDINAMARCA,2637.54,90375
25178,CHIPAQUE,CUNDINAMARCA,7115.94,168895
25181,CHOACHÍ,CUNDINAMARCA,12845.519999999999,238377
25183,CHOCONTÁ,CUNDINAMARCA,8888.039999999999,336984
25200,COGUA,CUNDINAMARCA,5078.07,149161
25214,COTA,CUNDINAMARCA,2105.0099999999998,60295
25224,CUCUNUBÁ,CUNDINAMARCA,3396.87,123365
25245,EL COLEGIO,CUNDINAMARCA,10638.449999999999,132699
25258,EL PEÑÓN,CUNDINAMARCA,12773.609999999999,150616
25260,EL ROSAL,CUNDINAMARCA,3033.81,97917
25269,FACATATIVÁ,CUNDINAMARCA,6932.429999999999,177352
25279,FÓMEQUE,CUNDINAMARCA,24594.57,516309
25281,FOSCA,CUNDINAMARCA,6377.4,124727
25286,FUNZA,CUNDINAMARCA,1636.6499999999999,76062
25288,FÚQUENE,CUNDINAMARCA,3716.91,87019
25290,FUSAGASUGÁ,CUNDINAMARCA,12809.97,217582
25293,GACHALÁ,CUNDINAMARCA,30162.69,432040
25295,GACHANCIPÁ,CUNDINAMARCA,1579.32,48200
25297,GACHETÁ,CUNDINAMARCA,13678.74,290555
25299,GAMA,CUNDINAMARCA,6706.62,120853
25307,GIRARDOT,CUNDINAMARCA,5810.76,145985
25312,GRANADA,CUNDINAMARCA,2556.9,68101
25317,GUACHETÁ,CUNDINAMARCA,6096.87,191181
25320,GUADUAS,CUNDINAMARCA,55053.99,857558
25322,GUASCA,CUNDINAMARCA,19949.399999999998,404747
25324,GUATAQUÍ,CUNDINAMARCA,6810.21,102018
25326,GUATAVITA,CUNDINAMARCA,12710.25,283322
25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,5808.78,69456
25335,GUAYABETAL,CUNDINAMARCA,18036.09,249904
25339,GUTIÉRREZ,CUNDINAMARCA,27665.82,508269
25368,JERUSALÉN,CUNDINAMARCA,17209.98,248924
25372,JUNÍN,CUNDINAMARCA,18874.8,385808
25377,LA CALERA,CUNDINAMARCA,16999.29,366917
25386,LA MESA,CUNDINAMARCA,11524.14,166270
25394,LA PALMA,CUNDINAMARCA,17994.059999999998,214299
25398,LA PEÑA,CUNDINAMARCA,11847.96,144244
25402,LA VEGA,CUNDINAMARCA,14134.32,174502
25407,LENGUAZAQUE,CUNDINAMARCA,4903.29,174809
25426,MACHETÁ,CUNDINAMARCA,10975.859999999999,257342
25430,MADRID,CUNDINAMARCA,3640.8599999999997,134209
25436,MANTA,CUNDINAMARCA,5012.73,121155
25438,MEDINA,CUNDINAMARCA,63101.61,1342720
25473,MOSQUERA,CUNDINAMARCA,2558.16,118891
25483,NARIÑO,CUNDINAMARCA,3377.0699999999997,61885
25486,NEMOCÓN,CUNDINAMARCA,2903.13,110461
25488,NILO,CUNDINAMARCA,15194.34,251975
25489,NIMAIMA,CUNDINAMARCA,5823.2699999999995,66855
25491,NOCAIMA,CUNDINAMARCA,6585.57,77418
25506,VENECIA,CUNDINAMARCA,11201.22,137024
25513,PACHO,CUNDINAMARCA,30541.23,452159
25518,PAIME,CUNDINAMARCA,16697.97,195062
25524,PANDI,CUNDINAMARCA,6416.639999999999,80405
25530,PARATEBUENO,CUNDINAMARCA,31199.219999999998,993233
25535,PASCA,CUNDINAMARCA,13338.18,304763
25572,PUERTO SALGAR,CUNDINAMARCA,26506.98,579792
25580,PULÍ,CUNDINAMARCA,17581.5,221831
25592,QUEBRADANEGRA,CUNDINAMARCA,6844.86,89641
25594,QUETAME,CUNDINAMARCA,9236.25,154615
25596,QUIPILE,CUNDINAMARCA,10307.52,143334
25599,APULO,CUNDINAMARCA,8485.74,136841
25612,RICAURTE,CUNDINAMARCA,4120.74,143780
25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,7444.53,99372
25649,SAN BERNARDO,CUNDINAMARCA,15214.23,277017
25653,SAN CAYETANO,CUNDINAMARCA,21632.85,323293
25658,SAN FRANCISCO,CUNDINAMARCA,10171.89,133335
25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,26746.379999999997,352493
25718,SASAIMA,CUNDINAMARCA,10696.23,125294
25736,SESQUILÉ,CUNDINAMARCA,5490.45,158507
25740,SIBATÉ,CUNDINAMARCA,5199.66,137010
25743,SILVANIA,CUNDINAMARCA,11525.31,182382
25745,SIMIJACA,CUNDINAMARCA,3791.79,108679
25754,SOACHA,CUNDINAMARCA,6641.91,210299
25758,SOPÓ,CUNDINAMARCA,3993.66,124698
25769,SUBACHOQUE,CUNDINAMARCA,8737.92,234891
25772,SUESCA,CUNDINAMARCA,2869.74,194584
25777,SUPATÁ,CUNDINAMARCA,11318.49,146412
25779,SUSA,CUNDINAMARCA,4436.37,116996
25781,SUTATAUSA,CUNDINAMARCA,3025.98,72845
25785,TABIO,CUNDINAMARCA,3200.22,84413
25793,TAUSA,CUNDINAMARCA,7683.929999999999,226738
25797,TENA,CUNDINAMARCA,4280.94,57751
25799,TENJO,CUNDINAMARCA,2904.21,128182
25805,TIBACUY,CUNDINAMARCA,6701.67,95069
25807,TIBIRITA,CUNDINAMARCA,2114.1,63510
25815,TOCAIMA,CUNDINAMARCA,11397.51,275689
25817,TOCANCIPÁ,CUNDINAMARCA,2305.44,82229
25823,TOPAIPÍ,CUNDINAMARCA,13930.56,161444
25839,UBALÁ,CUNDINAMARCA,30615.39,586327
25841,UBAQUE,CUNDINAMARCA,4966.11,120144
25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,3240.9,114872
25845,UNE,CUNDINAMARCA,8627.039999999999,234565
25851,ÚTICA,CUNDINAMARCA,7778.34,103434
25862,VERGARA,CUNDINAMARCA,14079.689999999999,162433
25867,VIANÍ,CUNDINAMARCA,6058.8,75355
25871,VILLAGÓMEZ,CUNDINAMARCA,5389.38,70745
25873,VILLAPINZÓN,CUNDINAMARCA,6573.0599999999995,253974
25875,VILLETA,CUNDINAMARCA,12654.0,158192
25878,VIOTÁ,CUNDINAMARCA,18931.77,225860
25885,YACOPÍ,CUNDINAMARCA,82924.37999999999,1075248
25898,ZIPACÓN,CUNDINAMARCA,3134.79,60912
25899,ZIPAQUIRÁ,CUNDINAMARCA,9679.14,218762
27001,QUIBDÓ,CHOCÓ,346482.89999999997,3935584
27006,ACANDÍ,CHOCÓ,70429.77,898668
27025,ALTO BAUDÓ,CHOCÓ,205100.55,2298083
27050,ATRATO,CHOCÓ,41384.25,472870
27073,BAGADÓ,CHOCÓ,80522.91,906068
27075,BAHÍA SOLANO,CHOCÓ,89477.37,1004039
27077,BAJO BAUDÓ,CHOCÓ,339525.72,3894827
27099,BOJAYÁ,CHOCÓ,361545.3,4075226
27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,37701.45,426484
27150,CARMEN DEL DARIÉN,CHOCÓ,323283.69,3785179
27160,CÉRTEGUI,CHOCÓ,42241.409999999996,474713
27205,CONDOTO,CHOCÓ,45831.24,524244
27245,EL CARMEN DE ATRATO,CHOCÓ,78259.14,932026
27250,EL LITORAL DEL SAN JUAN,CHOCÓ,403594.64999999997,4625917
27361,ISTMINA,CHOCÓ,186081.3,2104946
27372,JURADÓ,CHOCÓ,124526.97,1405678
27413,LLORÓ,CHOCÓ,83460.87,945735
27425,MEDIO ATRATO,CHOCÓ,177550.83,2034725
27430,MEDIO BAUDÓ,CHOCÓ,136838.88,1536736
27450,MEDIO SAN JUAN,CHOCÓ,64850.13,742988
27491,NÓVITA,CHOCÓ,90765.0,1059004
27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,94610.16,1449888
27495,NUQUÍ,CHOCÓ,70330.86,788797
27580,RÍO IRÓ,CHOCÓ,31946.399999999998,364461
27600,RÍO QUITO,CHOCÓ,69380.37,783675
27615,RIOSUCIO,CHOCÓ,603040.86,6895314
27660,SAN JOSÉ DEL PALMAR,CHOCÓ,156430.62,1773671
27745,SIPÍ,CHOCÓ,155060.63999999998,1766132
27787,TADÓ,CHOCÓ,69551.19,801655
27800,UNGUÍA,CHOCÓ,98187.3,1340913
27810,UNIÓN PANAMERICANA,CHOCÓ,17352.36,199298
41001,NEIVA,HUILA,72000.54,1421677
41006,ACEVEDO,HUILA,47868.03,583297
41013,AGRADO,HUILA,10793.43,306189
41016,AIPE,HUILA,28385.46,890957
41020,ALGECIRAS,HUILA,50146.02,659916
41026,ALTAMIRA,HUILA,8450.73,202398
41078,BARAYA,HUILA,50998.5,880291
41132,CAMPOALEGRE,HUILA,22618.98,517973
41206,COLOMBIA,HUILA,128799.26999999999,1775876
41244,ELÍAS,HUILA,5716.08,89930
41298,GARZÓN,HUILA,48154.59,678428
41306,GIGANTE,HUILA,33774.21,563584
41319,GUADALUPE,HUILA,20678.13,279156
41349,HOBO,HUILA,8383.32,217348
41357,ÍQUIRA,HUILA,27199.89,398960
41359,ISNOS,HUILA,30421.079999999998,414275
41378,LA ARGENTINA,HUILA,32308.11,398466
41396,LA PLATA,HUILA,66553.38,910950
41483,NÁTAGA,HUILA,11218.5,147579
41503,OPORAPA,HUILA,13588.38,174188
41518,PAICOL,HUILA,15135.119999999999,311294
41524,PALERMO,HUILA,40331.61,989806
41530,PALESTINA,HUILA,18615.87,220080
41548,PITAL,HUILA,11949.3,216576
41551,PITALITO,HUILA,50695.74,704886
41615,RIVERA,HUILA,14940.449999999999,281210
41660,SALADOBLANCO,HUILA,44575.29,521566
41668,SAN AGUSTÍN,HUILA,132133.32,1553619
41676,SANTA MARÍA,HUILA,28704.96,379829
41770,SUAZA,HUILA,32254.289999999997,480440
41791,TARQUI,HUILA,22259.61,405724
41797,TESALIA,HUILA,16065.63,410627
41799,TELLO,HUILA,29960.91,593984
41801,TERUEL,HUILA,36766.71,527874
41807,TIMANÁ,HUILA,15155.64,207664
41872,VILLAVIEJA,HUILA,7245.45,609214
41885,YAGUARÁ,HUILA,8190.8099999999995,372535
44001,RIOHACHA,LA GUAJIRA,212749.83,3519477
44035,ALBANIA,LA GUAJIRA,35700.479999999996,621962
44078,BARRANCAS,LA GUAJIRA,63215.189999999995,911726
44090,DIBULLA,LA GUAJIRA,134284.77,1993234
44098,DISTRACCIÓN,LA GUAJIRA,16233.029999999999,263900
44110,EL MOLINO,LA GUAJIRA,17532.18,275415
44279,FONSECA,LA GUAJIRA,32490.36,538803
44378,HATONUEVO,LA GUAJIRA,12356.01,244400
44420,LA JAGUA DEL PILAR,LA GUAJIRA,11454.66,204124
44430,MAICAO,LA GUAJIRA,47686.409999999996,2015177
44560,MANAURE,LA GUAJIRA,5703.12,1846760
44650,SAN JUAN DEL CESAR,LA GUAJIRA,58345.47,1491871
44847,URIBIA,LA GUAJIRA,8559.72,9000383
44855,URUMITA,LA GUAJIRA,20132.01,279978
44874,VILLANUEVA,LA GUAJIRA,15476.039999999999,295710
47001,SANTA MARTA,MAGDALENA,200533.13999999998,2674403
47030,ALGARROBO,MAGDALENA,11516.22,461793
47053,ARACATACA,MAGDALENA,116977.76999999999,1980473
47058,ARIGUANÍ,MAGDALENA,20788.92,1284340
47161,CERRO DE SAN ANTONIO,MAGDALENA,1901.61,201366
47170,CHIVOLO,MAGDALENA,13235.49,609333
47189,CIÉNAGA,MAGDALENA,114605.45999999999,1515459
47205,CONCORDIA,MAGDALENA,836.4599999999999,124363
47245,EL BANCO,MAGDALENA,30875.309999999998,922863
47258,EL PIÑÓN,MAGDALENA,8407.08,633154
47268,EL RETÉN,MAGDALENA,14947.109999999999,298286
47288,FUNDACIÓN,MAGDALENA,73356.03,1105029
47318,GUAMAL,MAGDALENA,23057.1,639556
47460,NUEVA GRANADA,MAGDALENA,8744.67,955276
47541,PEDRAZA,MAGDALENA,3645.18,347264
47545,PIJIÑO DEL CARMEN,MAGDALENA,14648.039999999999,750147
47551,PIVIJAY,MAGDALENA,44472.869999999995,1864952
47555,PLATO,MAGDALENA,33090.299999999996,1653352
47570,PUEBLOVIEJO,MAGDALENA,20602.62,773850
47605,REMOLINO,MAGDALENA,18156.239999999998,676822
47660,SABANAS DE SAN ÁNGEL,MAGDALENA,44208.63,1407133
47675,SALAMINA,MAGDALENA,1196.9099999999999,193841
47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,15517.349999999999,495967
47703,SAN ZENÓN,MAGDALENA,9569.25,304689
47707,SANTA ANA,MAGDALENA,21831.48,1270281
47720,SANTA BÁRBARA DE PINTO,MAGDALENA,6197.49,560866
47745,SITIONUEVO,MAGDALENA,18180.809999999998,1105333
47798,TENERIFE,MAGDALENA,11701.08,558638
47960,ZAPAYÁN,MAGDALENA,3588.8399999999997,423562
47980,ZONA BANANERA,MAGDALENA,30388.5,496193
50001,VILLAVICENCIO,META,38327.85,1441817
50006,ACACÍAS,META,63558.54,1259777
50110,BARRANCA DE UPÍA,META,13357.08,452884
50124,CABUYARO,META,21634.02,1024462
50150,CASTILLA LA NUEVA,META,12533.85,576961
50223,CUBARRAL,META,72908.28,1297987
50226,CUMARAL,META,14421.15,700696
50245,EL CALVARIO,META,21860.01,303195
50251,EL CASTILLO,META,31971.329999999998,636809
50270,EL DORADO,META,5618.16,131540
50287,FUENTE DE ORO,META,14276.43,639748
50313,GRANADA,META,6660.2699999999995,390313
50318,GUAMAL,META,33382.619999999995,667878
50325,MAPIRIPÁN,META,769157.64,13365709
50330,MESETAS,META,189385.19999999998,2554932
50350,LA MACARENA,META,669197.52,9088160
50370,URIBE,META,610011.1799999999,7236945
50400,LEJANÍAS,META,62049.689999999995,913911
50450,PUERTO CONCORDIA,META,74270.06999999999,1409047
50568,PUERTO GAITÁN,META,327333.6,19307155
50573,PUERTO LÓPEZ,META,137325.33,7746758
50577,PUERTO LLERAS,META,104063.76,2840215
50590,PUERTO RICO,META,257658.66,3820007
50606,RESTREPO,META,13044.15,409490
50680,SAN CARLOS DE GUAROA,META,33224.85,905659
50683,SAN JUAN DE ARAMA,META,48982.5,1307478
50686,SAN JUANITO,META,20177.91,274730
50689,SAN MARTÍN,META,137416.77,6646997
50711,VISTAHERMOSA,META,401964.12,5399084
52001,PASTO,NARIÑO,79096.31999999999,1226336
52019,ALBÁN,NARIÑO,3064.23,43090
52022,ALDANA,NARIÑO,1745.37,53048
52036,ANCUYA,NARIÑO,2297.88,76807
52051,ARBOLEDA,NARIÑO,3650.7599999999998,67152
52079,BARBACOAS,NARIÑO,271543.77,3042400
52083,BELÉN,NARIÑO,2296.17,46679
52110,BUESACO,NARIÑO,39777.39,709538
52203,COLÓN,NARIÑO,4403.79,68929
52207,CONSACÁ,NARIÑO,9442.26,133078
52210,CONTADERO,NARIÑO,1156.23,48160
52215,CÓRDOBA,NARIÑO,25596.45,339665
52224,CUASPUD CARLOSAMA,NARIÑO,1495.8899999999999,63677
52227,CUMBAL,NARIÑO,61580.61,1019286
52233,CUMBITARA,NARIÑO,26902.17,395977
52240,CHACHAGÜÍ,NARIÑO,7116.66,163158
52250,EL CHARCO,NARIÑO,240416.81999999998,2776133
52254,EL PEÑOL,NARIÑO,3545.5499999999997,135058
52256,EL ROSARIO,NARIÑO,40630.59,580288
52258,EL TABLÓN DE GÓMEZ,NARIÑO,24888.96,342507
52260,EL TAMBO,NARIÑO,11861.73,274688
52287,FUNES,NARIÑO,31306.14,440243
52317,GUACHUCAL,NARIÑO,5076.36,173448
52320,GUAITARILLA,NARIÑO,1807.02,130119
52323,GUALMATÁN,NARIÑO,1617.6599999999999,33391
52352,ILES,NARIÑO,1772.01,89753
52354,IMUÉS,NARIÑO,924.2099999999999,91122
52356,IPIALES,NARIÑO,125515.70999999999,1752396
52378,LA CRUZ,NARIÑO,14982.66,266612
52381,LA FLORIDA,NARIÑO,8259.119999999999,152016
52385,LA LLANADA,NARIÑO,22326.48,273061
52390,LA TOLA,NARIÑO,32174.19,463185
52399,LA UNIÓN,NARIÑO,8013.599999999999,158623
52405,LEIVA,NARIÑO,17467.11,346323
52411,LINARES,NARIÑO,7766.46,151221
52418,LOS ANDES,NARIÑO,86497.37999999999,1066464
52427,MAGÜÍ,NARIÑO,177513.03,2013866
52435,MALLAMA,NARIÑO,47682.54,633873
52473,MOSQUERA,NARIÑO,59976.45,854933
52480,NARIÑO,NARIÑO,867.3299999999999,28223
52490,OLAYA HERRERA,NARIÑO,87105.78,1116835
52506,OSPINA,NARIÑO,1011.9599999999999,72269
52520,FRANCISCO PIZARRO,NARIÑO,50265.18,584183
52540,POLICARPA,NARIÑO,33987.69,484190
52560,POTOSÍ,NARIÑO,32730.66,432910
52565,PROVIDENCIA,NARIÑO,3096.99,44574
52573,PUERRES,NARIÑO,31555.71,390435
52585,PUPIALES,NARIÑO,4724.099999999999,144521
52612,RICAURTE,NARIÑO,104745.59999999999,1175472
52621,ROBERTO PAYÁN,NARIÑO,139003.74,1622210
52678,SAMANIEGO,NARIÑO,55170.9,674294
52683,SANDONÁ,NARIÑO,6909.48,113306
52685,SAN BERNARDO,NARIÑO,4630.679999999999,72731
52687,SAN LORENZO,NARIÑO,13131.63,277955
52693,SAN PABLO,NARIÑO,6698.969999999999,124873
52694,SAN PEDRO DE CARTAGO,NARIÑO,3328.3799999999997,62082
52696,SANTA BÁRBARA,NARIÑO,117024.48,1364844
52699,SANTACRUZ,NARIÑO,47739.06,602309
52720,SAPUYES,NARIÑO,3637.08,128765
52786,TAMINANGO,NARIÑO,6602.219999999999,261666
52788,TANGUA,NARIÑO,10364.22,243029
52835,SAN ANDRÉS DE TUMACO,NARIÑO,339662.25,4015572
52838,TÚQUERRES,NARIÑO,10750.23,241101
52885,YACUANQUER,NARIÑO,3266.2799999999997,114546
54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,67223.79,1279768
54003,ÁBREGO,NORTE DE SANTANDER,85097.34,1560882
54051,ARBOLEDAS,NORTE DE SANTANDER,37590.659999999996,514439
54099,BOCHALEMA,NORTE DE SANTANDER,14215.32,192014
54109,BUCARASICA,NORTE DE SANTANDER,22935.6,305712
54125,CÁCOTA,NORTE DE SANTANDER,6085.349999999999,156511
54128,CÁCHIRA,NORTE DE SANTANDER,50578.2,694710
54172,CHINÁCOTA,NORTE DE SANTANDER,13080.779999999999,187440
54174,CHITAGÁ,NORTE DE SANTANDER,87265.08,1334616
54206,CONVENCIÓN,NORTE DE SANTANDER,88838.28,1054263
54223,CUCUTILLA,NORTE DE SANTANDER,29453.76,422670
54239,DURANIA,NORTE DE SANTANDER,14713.199999999999,197403
54245,EL CARMEN,NORTE DE SANTANDER,164052.72,1955155
54250,EL TARRA,NORTE DE SANTANDER,64231.38,796202
54261,EL ZULIA,NORTE DE SANTANDER,36738.09,570412
54313,GRAMALOTE,NORTE DE SANTANDER,11217.779999999999,168155
54344,HACARÍ,NORTE DE SANTANDER,37215.45,473466
54347,HERRÁN,NORTE DE SANTANDER,6002.91,120564
54377,LABATECA,NORTE DE SANTANDER,20526.93,288449
54385,LA ESPERANZA,NORTE DE SANTANDER,38918.34,755862
54398,LA PLAYA,NORTE DE SANTANDER,15846.21,273628
54405,LOS PATIOS,NORTE DE SANTANDER,7084.71,142534
54418,LOURDES,NORTE DE SANTANDER,7208.73,97744
54480,MUTISCUA,NORTE DE SANTANDER,6530.849999999999,179016
54498,OCAÑA,NORTE DE SANTANDER,41387.31,625641
54518,PAMPLONA,NORTE DE SANTANDER,18712.17,336159
54520,PAMPLONITA,NORTE DE SANTANDER,12790.26,192686
54553,PUERTO SANTANDER,NORTE DE SANTANDER,1844.46,50777
54599,RAGONVALIA,NORTE DE SANTANDER,5821.29,110164
54660,SALAZAR,NORTE DE SANTANDER,42040.619999999995,557233
54670,SAN CALIXTO,NORTE DE SANTANDER,35335.89,449893
54673,SAN CAYETANO,NORTE DE SANTANDER,8015.849999999999,156886
54680,SANTIAGO,NORTE DE SANTANDER,13054.949999999999,194682
54720,SARDINATA,NORTE DE SANTANDER,138662.82,1657729
54743,SILOS,NORTE DE SANTANDER,6328.26,441980
54800,TEORAMA,NORTE DE SANTANDER,89003.06999999999,1048680
54810,TIBÚ,NORTE DE SANTANDER,246421.08,3030548
54820,TOLEDO,NORTE DE SANTANDER,134097.03,1691330
54871,VILLA CARO,NORTE DE SANTANDER,28562.76,452686
54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,3083.7599999999998,103482
63001,ARMENIA,QUINDÍO,8112.42,135947
63111,BUENAVISTA,QUINDÍO,3500.1,42891
63130,CALARCÁ,QUINDÍO,17537.399999999998,246707
63190,CIRCASIA,QUINDÍO,6847.2,101715
63212,CÓRDOBA,QUINDÍO,8467.199999999999,105187
63272,FILANDIA,QUINDÍO,8568.539999999999,119501
63302,GÉNOVA,QUINDÍO,25865.55,331367
63401,LA TEBAIDA,QUINDÍO,5373.63,100211
63470,MONTENEGRO,QUINDÍO,9994.77,167326
63548,PIJAO,QUINDÍO,21639.69,277935
63594,QUIMBAYA,QUINDÍO,10357.199999999999,149441
63690,SALENTO,QUINDÍO,28002.329999999998,389258
66001,PEREIRA,RISARALDA,37060.02,681874
66045,APÍA,RISARALDA,13656.15,168241
66075,BALBOA,RISARALDA,8894.88,133994
66088,BELÉN DE UMBRÍA,RISARALDA,14833.89,202630
66170,DOSQUEBRADAS,RISARALDA,5277.51,78634
66318,GUÁTICA,RISARALDA,7706.61,113159
66383,LA CELIA,RISARALDA,8606.789999999999,103693
66400,LA VIRGINIA,RISARALDA,2412.54,36944
66440,MARSELLA,RISARALDA,13298.49,167481
66456,MISTRATÓ,RISARALDA,55455.75,633781
66572,PUEBLO RICO,RISARALDA,59678.909999999996,688606
66594,QUINCHÍA,RISARALDA,11207.25,157292
66682,SANTA ROSA DE CABAL,RISARALDA,43352.1,609674
66687,SANTUARIO,RISARALDA,16327.26,214041
68001,BUCARAMANGA,SANTANDER,10287.449999999999,173283
68013,AGUADA,SANTANDER,6428.25,84625
68020,ALBANIA,SANTANDER,13822.289999999999,186834
68051,ARATOCA,SANTANDER,6363.8099999999995,191137
68077,BARBOSA,SANTANDER,3369.87,52546
68079,BARICHARA,SANTANDER,5008.32,154544
68081,BARRANCABERMEJA,SANTANDER,80264.52,1495181
68092,BETULIA,SANTANDER,31972.86,485837
68101,BOLÍVAR,SANTANDER,78793.11,1136145
68121,CABRERA,SANTANDER,4087.89,73821
68132,CALIFORNIA,SANTANDER,3282.5699999999997,50725
68147,CAPITANEJO,SANTANDER,3163.41,95961
68152,CARCASÍ,SANTANDER,11811.33,291403
68160,CEPITÁ,SANTANDER,4294.26,121560
68162,CERRITO,SANTANDER,7677.99,473966
68167,CHARALÁ,SANTANDER,31999.77,471500
68169,CHARTA,SANTANDER,10156.77,142797
68176,CHIMA,SANTANDER,14751.99,194906
68179,CHIPATÁ,SANTANDER,5355.09,106776
68190,CIMITARRA,SANTANDER,198719.72999999998,3572462
68207,CONCEPCIÓN,SANTANDER,10263.69,379427
68209,CONFINES,SANTANDER,4991.49,80358
68211,CONTRATACIÓN,SANTANDER,12496.05,154368
68217,COROMORO,SANTANDER,46249.47,649486
68229,CURITÍ,SANTANDER,10048.949999999999,274891
68235,EL CARMEN DE CHUCURÍ,SANTANDER,83898.62999999999,1040391
68245,EL GUACAMAYO,SANTANDER,8151.57,104578
68250,EL PEÑÓN,SANTANDER,36818.28,447898
68255,EL PLAYÓN,SANTANDER,40445.909999999996,513119
68264,ENCINO,SANTANDER,29741.579999999998,450230
68266,ENCISO,SANTANDER,4779.2699999999995,84189
68271,FLORIÁN,SANTANDER,15527.519999999999,198521
68276,FLORIDABLANCA,SANTANDER,7213.95,112878
68296,GALÁN,SANTANDER,13712.49,227119
68298,GÁMBITA,SANTANDER,49167.0,683793
68307,GIRÓN,SANTANDER,24910.379999999997,554465
68318,GUACA,SANTANDER,11890.98,303534
68320,GUADALUPE,SANTANDER,11583.63,164620
68322,GUAPOTÁ,SANTANDER,4899.42,75733
68324,GUAVATÁ,SANTANDER,7932.87,94223
68327,GÜEPSA,SANTANDER,2375.73,33896
68344,HATO,SANTANDER,14604.48,190252
68368,JESÚS MARÍA,SANTANDER,7697.969999999999,100754
68370,JORDÁN,SANTANDER,2148.93,44918
68377,LA BELLEZA,SANTANDER,31411.8,376902
68385,LANDÁZURI,SANTANDER,52761.42,664083
68397,LA PAZ,SANTANDER,26655.39,319882
68406,LEBRIJA,SANTANDER,35966.43,620394
68418,LOS SANTOS,SANTANDER,4100.58,326713
68425,MACARAVITA,SANTANDER,5315.04,115755
68432,MÁLAGA,SANTANDER,2145.42,64329
68444,MATANZA,SANTANDER,19959.21,265750
68464,MOGOTES,SANTANDER,33712.74,544585
68468,MOLAGAVITA,SANTANDER,8929.71,203099
68498,OCAMONTE,SANTANDER,5619.15,84597
68500,OIBA,SANTANDER,23262.84,323786
68502,ONZAGA,SANTANDER,36384.21,550285
68522,PALMAR,SANTANDER,1180.71,22159
68524,PALMAS DEL SOCORRO,SANTANDER,4198.95,65882
68533,PÁRAMO,SANTANDER,3674.16,82120
68547,PIEDECUESTA,SANTANDER,31147.829999999998,545942
68549,PINCHOTE,SANTANDER,3777.5699999999997,62495
68572,PUENTE NACIONAL,SANTANDER,19362.149999999998,282939
68573,PUERTO PARRA,SANTANDER,49937.4,858442
68575,PUERTO WILCHES,SANTANDER,94835.25,1671784
68615,RIONEGRO,SANTANDER,65037.509999999995,1317711
68655,SABANA DE TORRES,SANTANDER,77115.42,1611441
68669,SAN ANDRÉS,SANTANDER,17494.649999999998,316960
68673,SAN BENITO,SANTANDER,5123.61,66484
68679,SAN GIL,SANTANDER,6836.67,165264
68682,SAN JOAQUÍN,SANTANDER,9493.65,161027
68684,SAN JOSÉ DE MIRANDA,SANTANDER,1686.87,84756
68686,SAN MIGUEL,SANTANDER,5686.469999999999,80110
68689,SAN VICENTE DE CHUCURÍ,SANTANDER,93406.41,1257480
68705,SANTA BÁRBARA,SANTANDER,14441.939999999999,201171
68720,SANTA HELENA DEL OPÓN,SANTANDER,36776.97,420699
68745,SIMACOTA,SANTANDER,72023.12999999999,1018640
68755,SOCORRO,SANTANDER,10025.19,143837
68770,SUAITA,SANTANDER,25262.82,318734
68773,SUCRE,SANTANDER,45983.25,587648
68780,SURATÁ,SANTANDER,25696.35,409324
68820,TONA,SANTANDER,12923.46,372713
68855,VALLE DE SAN JOSÉ,SANTANDER,5820.21,91272
68861,VÉLEZ,SANTANDER,38685.51,503714
68867,VETAS,SANTANDER,2561.13,104172
68872,VILLANUEVA,SANTANDER,1223.82,109859
68895,ZAPATOCA,SANTANDER,17330.22,410396
70001,SINCELEJO,SUCRE,7551.63,316827
70110,BUENAVISTA,SUCRE,1165.68,165916
70124,CAIMITO,SUCRE,12053.25,466516
70204,COLOSÓ,SUCRE,7611.12,148658
70215,COROZAL,SUCRE,3287.97,323961
70221,COVEÑAS,SUCRE,2359.7999999999997,64113
70230,CHALÁN,SUCRE,5491.17,94865
70233,EL ROBLE,SUCRE,5408.73,224624
70235,GALERAS,SUCRE,6863.219999999999,364444
70265,GUARANDA,SUCRE,20274.84,409003
70400,LA UNIÓN,SUCRE,3865.3199999999997,262802
70418,LOS PALMITOS,SUCRE,3351.7799999999997,225330
70429,MAJAGUAL,SUCRE,42990.21,955491
70473,MORROA,SUCRE,7929.45,192599
70508,OVEJAS,SUCRE,29395.98,521469
70523,PALMITO,SUCRE,3592.44,197875
70670,SAMPUÉS,SUCRE,3180.6,242135
70678,SAN BENITO ABAD,SUCRE,78714.72,1690562
70702,SAN JUAN DE BETULIA,SUCRE,1473.6599999999999,190437
70708,SAN MARCOS,SUCRE,34888.32,1097034
