category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,protocol_unassigned,registry,retired,status,vintage_start,vintage_end,credit_rows,startDate,endDate,fuente
forest,Colombia,2022-12-30 00:00:00+00:00,2023-01-03 00:00:00+00:00,False,5662606.0,,“Planeta agradecido con el Resguardo Indígena Bajo Río Guainía y Río Negro”,CCB64,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-64,HUMAN FOREST SAS,['ccb-redd'],,cercarbono,3360086.0,unknown,2018.0,2022.0,203.0,2018.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2023-08-09 00:00:00+00:00,2024-09-19 00:00:00+00:00,False,4947.0,,"Manejo Sostenible de los Bosques Aplicado al Predio Santa Ana, Vereda El Popal, Municipio De Sonsón, Bajo El Esquema BancO2",CCB65,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-65,Corporación Masbosques,['ccb-redd'],,cercarbono,4418.0,unknown,2018.0,2021.0,17.0,2018.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2023-11-01 00:00:00+00:00,2023-11-20 00:00:00+00:00,False,1112174.0,,Proyecto REDD+ Zona Isana y Surubi,CCB67,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-67,HUMAN FOREST SAS,['ccb-redd'],,cercarbono,734996.0,unknown,2018.0,2022.0,191.0,2018.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2021-09-09 00:00:00+00:00,2022-02-17 00:00:00+00:00,False,925386.0,,Carvida,CCB68,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-68,DEXCO COLOMBIA S.A.,['ar-acm0003'],,cercarbono,332000.0,unknown,2017.0,2024.0,95.0,2017.0,2024.0,carbonplan_offsetsdb
renewable-energy,Colombia,2021-12-29 00:00:00+00:00,2022-01-14 00:00:00+00:00,False,92463.0,,PCH La Naveta,CCB69,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-69,IAC ENERGY S.A.S E.S.P.,['ams-i-d'],,cercarbono,85332.0,unknown,2016.0,2022.0,257.0,2016.0,2022.0,carbonplan_offsetsdb
renewable-energy,Colombia,2022-09-19 00:00:00+00:00,,False,62541.0,,Alto Tuluá Minor Hydroelectric Power Plant,CCB70,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-70,CELSIA COLOMBIA S.A. E.S.P.,['acm0002'],,cercarbono,0.0,unknown,2018.0,2020.0,3.0,2018.0,2020.0,carbonplan_offsetsdb
renewable-energy,Colombia,2022-09-19 00:00:00+00:00,,False,72879.0,,	Bajo Tuluá Minor Hydroelectric Power Plant,CCB71,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-71,CELSIA COLOMBIA S.A. E.S.P.,['acm0002'],,cercarbono,0.0,unknown,2018.0,2020.0,4.0,2018.0,2020.0,carbonplan_offsetsdb
renewable-energy,Colombia,2022-09-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,False,103796.0,,Amaime Minor Hydroelectric Power Plant,CCB72,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-72,CELSIA COLOMBIA S.A. E.S.P.,['acm0002'],,cercarbono,2900.0,unknown,2017.0,2024.0,10.0,2017.0,2024.0,carbonplan_offsetsdb
forest,Colombia,2021-09-22 00:00:00+00:00,2023-09-27 00:00:00+00:00,False,1428514.0,,Proyecto Carbono CAS,CCB73,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-73,Compañia Agricola de la Sierra Sucursal Colombia,['ar-acm0003'],,cercarbono,597131.0,unknown,2018.0,2022.0,353.0,2018.0,2022.0,carbonplan_offsetsdb
renewable-energy,Colombia,2023-10-10 00:00:00+00:00,,False,227704.0,,Cucuana Hydroelectric Power Plant,CCB74,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-74,CELSIA COLOMBIA S.A. E.S.P.,['acm0002'],,cercarbono,0.0,unknown,2019.0,2021.0,3.0,2019.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2021-12-03 00:00:00+00:00,2022-05-02 00:00:00+00:00,False,598066.0,,Núcleos Carbono,CCB75,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-75,NÚCLEOS E INVERSIONES FORESTALES DE COLOMBIA S.A,['ar-acm0003'],,cercarbono,479826.0,unknown,2015.0,2024.0,55.0,2015.0,2024.0,carbonplan_offsetsdb
ghg-management,Colombia,2022-12-22 00:00:00+00:00,2023-03-01 00:00:00+00:00,False,324824.0,,PRR-GEI ENTREPALMAS S.A.S,CCB76,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-76,ENTREPALMAS S.A.S,['ams-iii-h'],,cercarbono,157347.0,unknown,2017.0,2024.0,118.0,2017.0,2024.0,carbonplan_offsetsdb
renewable-energy,Colombia,2023-02-21 00:00:00+00:00,2023-12-13 00:00:00+00:00,False,43368.0,,Central Hidroeléctrica de Santa Ana,CCB77,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-77,Empresa de Acueducto y Alcantarillado de Bogotá ,['ams-i-d'],,cercarbono,3210.0,unknown,2015.0,2021.0,28.0,2015.0,2021.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB78,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-78,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2021-12-21 00:00:00+00:00,2024-04-11 00:00:00+00:00,False,141329.0,,Carbono Verde,CCB79,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-79,Tekia S.A.S,['ar-acm0003'],,cercarbono,82906.0,unknown,2011.0,2021.0,45.0,2011.0,2021.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,"Grupo Daabon, Aprovechamiento de Metano",CCB81,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-81,C.I. Tequendama S.A.S.,['ams-i-d'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
fuel-switching,Colombia,2022-09-14 00:00:00+00:00,2022-10-20 00:00:00+00:00,False,774749.0,,Certificación de Reducción de Emisiones de GEI de Aceites Manuelita S.A.,CCB82,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-82,Aceites Manuelita S.A.,"['ams-i-c', 'ams-i-c']",,cercarbono,516916.0,unknown,2017.0,2024.0,60.0,2017.0,2024.0,carbonplan_offsetsdb
renewable-energy,Colombia,2022-11-09 00:00:00+00:00,2024-10-28 00:00:00+00:00,False,14404.0,,Primera sombrilla de generación solar fotovoltaica de Ecopetrol,CCB83,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-83,Ecopetrol S.A.,['ams-i-f'],,cercarbono,2188.0,unknown,2019.0,2020.0,3.0,2019.0,2020.0,carbonplan_offsetsdb
unknown,Colombia,2022-10-07 00:00:00+00:00,2024-10-28 00:00:00+00:00,False,55747.0,,Programa de aprovechamiento de gas asociado de Ecopetrol,CCB84,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-84,Ecopetrol S.A.,,['Methodological guide for the certification of emissions reduced by the implementation of operational improvement projects in the hydrocarbons sector'],cercarbono,3544.0,unknown,2019.0,2020.0,4.0,2019.0,2020.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Celsia Solar Agrupado Colombia 2021,CCB85,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-85,CELSIA COLOMBIA S.A. E.S.P.,['acm0002'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2022-12-30 00:00:00+00:00,2023-04-28 00:00:00+00:00,False,16646.0,,Proyecto agrupado HZ Energy,CCB86,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-86,HZ ENERGY S.A.S. E.S.P.,['ams-i-d'],,cercarbono,12524.0,unknown,2016.0,2020.0,9.0,2016.0,2020.0,carbonplan_offsetsdb
unknown,Colombia,2022-02-24 00:00:00+00:00,2022-06-06 00:00:00+00:00,False,668089.0,,Ciclo Combinado Termoflores IV,CCB87,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-87,Prime Termoflores S.A.S E.S.P,['acm0007'],,cercarbono,418654.0,unknown,2017.0,2023.0,11.0,2017.0,2023.0,carbonplan_offsetsdb
renewable-energy,Colombia,2021-12-24 00:00:00+00:00,2021-12-27 00:00:00+00:00,False,337797.0,,Proyecto Hidroeléctrico Alejandría,CCB88,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-88,Generadora Alejandría S.A.S. E.S.P.,['acm0002'],,cercarbono,232547.0,unknown,2016.0,2025.0,179.0,2016.0,2025.0,carbonplan_offsetsdb
forest,Colombia,2022-06-16 00:00:00+00:00,2022-06-21 00:00:00+00:00,False,3753988.0,,REDD+ PAZCÍFICO,CCB89,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-89,CO2CERO,['ccb-redd'],,cercarbono,1526111.0,unknown,2015.0,2021.0,529.0,2015.0,2021.0,carbonplan_offsetsdb
ghg-management,Colombia,2022-05-03 00:00:00+00:00,2022-06-09 00:00:00+00:00,False,94550.0,,Veolia LFG PTA Presidente landfill,CCB90,Landfill,carbonplan,https://www.ecoregistry.io/projects/CDC-90,VEOLIA COLOMBIA HOLDING SA,['acm0001'],,cercarbono,88226.0,unknown,2021.0,2023.0,28.0,2021.0,2023.0,carbonplan_offsetsdb
ghg-management,Colombia,2022-06-13 00:00:00+00:00,2022-07-14 00:00:00+00:00,False,212987.0,,Veolia LFG PTA Manizales and Cúcuta Landfill,CCB91,Landfill,carbonplan,https://www.ecoregistry.io/projects/CDC-91,VEOLIA COLOMBIA HOLDING SA,['acm0001'],,cercarbono,211650.0,unknown,2020.0,2023.0,59.0,2020.0,2023.0,carbonplan_offsetsdb
unknown,Colombia,2022-09-06 00:00:00+00:00,2024-01-19 00:00:00+00:00,False,173300.0,,Proyecto agrupado de PTGs - Parex,CCB93,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-93,PAREX RESOURCES COLOMBIA LTD SUCURSAL,,['Methodological guide for the certification of emissions reduced by the implementation of operational improvement projects in the hydrocarbons sector'],cercarbono,70000.0,unknown,2019.0,2022.0,32.0,2019.0,2022.0,carbonplan_offsetsdb
unknown,Colombia,2024-03-15 00:00:00+00:00,2024-09-23 00:00:00+00:00,False,214848.0,,APROVECHAMIENTO Y RECUPERACIÓN DE GAS MEDIANTE LA INSTALACIÓN DE UNA PLANTA PARA LA GENERACIÓN DE ENERGÍA ELÉCTRICA - TERMOMECHERO,CCB95,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-95,Termo Mechero Morro S.A.S E.S.P,,['Methodological guide for the certification of emissions reduced by the implementation of operational improvement projects in the hydrocarbons sector'],cercarbono,46003.0,unknown,2019.0,2024.0,24.0,2019.0,2024.0,carbonplan_offsetsdb
forest,Colombia,2022-05-09 00:00:00+00:00,,False,59872.0,,CARBONO SANTA INES,CCB97,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-97,AGROINDUSTRIAS SANTA INES S.A.S. - AGROSI S.A.S.,['ar-acm0003'],,cercarbono,0.0,unknown,2018.0,2021.0,8.0,2018.0,2021.0,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,JAJÖM CMARI REDD+ ,CCB98,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-98,BIOFIX CONSULTORIA S.A.S BIC,['ccb-redd'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2022-09-15 00:00:00+00:00,2022-12-14 00:00:00+00:00,False,1443877.0,,Pedeguita y Mancilla REDD+,CCB99,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-99,TERRA COMMODITIES,['ccb-redd'],,cercarbono,1284383.0,unknown,2020.0,2023.0,187.0,2020.0,2023.0,carbonplan_offsetsdb
forest,Colombia,2023-01-10 00:00:00+00:00,2023-10-19 00:00:00+00:00,False,1057980.0,,PITUGUCAJUDE,CCB100,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-100,Corporación Masbosques,['ccb-redd'],,cercarbono,654530.0,unknown,2018.0,2021.0,120.0,2018.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2023-05-26 00:00:00+00:00,2023-07-21 00:00:00+00:00,False,6710197.0,,Proyecto Agrupado YAAWI IIPANA REDD+,CCB102,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-102,BIOFIX CONSULTORIA S.A.S BIC,['ccb-redd'],,cercarbono,3385275.0,unknown,2016.0,2021.0,623.0,2016.0,2021.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,CELSIA EOLICO AGRUPADO 2022,CCB103,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-103,CELSIA COLOMBIA S.A. E.S.P.,['acm0002'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB104,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-104,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB105,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-105,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Proyecto Solar Fotovoltaico Agrupado URRÁ S.A. E.S.P.,CCB108,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-108,URRA,['ccb-renewables-er'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2022-12-22 00:00:00+00:00,2023-05-12 00:00:00+00:00,False,37202.0,,Bosques Solares de los Llanos 1,CCB109,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-109,ISAGEN S.A. ESP,"['acm0002', 'acm0006']",,cercarbono,37055.0,unknown,2020.0,2022.0,22.0,2020.0,2022.0,carbonplan_offsetsdb
fuel-switching,Colombia,2023-08-09 00:00:00+00:00,2025-06-24 00:00:00+00:00,False,19693.0,,Sustitución de combustibles fósiles por combustibles alternativos en la producción de Clinker Planta Cartagena,CCB112,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-112,Zona Franca Argos S.A.S.,['acm0003'],,cercarbono,13009.0,unknown,2019.0,2021.0,24.0,2019.0,2021.0,carbonplan_offsetsdb
energy-efficiency,Colombia,2022-10-25 00:00:00+00:00,,False,96111.0,,Eficiencia energética por Control Operacional en la Refinería de Cartagena,CCB113,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-113,Refinería de Cartagena S.A.S.,['ams-ii-d'],,cercarbono,0.0,unknown,2020.0,2021.0,2.0,2020.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2023-08-15 00:00:00+00:00,2023-09-15 00:00:00+00:00,False,3671289.0,,PROYECTO REDD+ PAZCÍFICO SUR,CCB114,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-114,CO2CERO,['ccb-redd'],,cercarbono,1043273.0,unknown,2017.0,2022.0,1247.0,2017.0,2022.0,carbonplan_offsetsdb
renewable-energy,Colombia,2025-05-09 00:00:00+00:00,2026-02-10 00:00:00+00:00,False,38578.0,,PARQUE EÓLICO WESP 01,CCB115,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-115,ISAGEN S.A. ESP,['acm0002'],,cercarbono,19989.0,unknown,2023.0,2024.0,6.0,2023.0,2024.0,carbonplan_offsetsdb
fuel-switching,Colombia,2023-12-29 00:00:00+00:00,2024-04-30 00:00:00+00:00,False,170308.0,,Generación Eléctrica/Térmica a partir de Biomasa – Manuelita S.A.,CCB116,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-116,Manuelita S.A.,['acm0006'],,cercarbono,121059.0,unknown,2018.0,2021.0,13.0,2018.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2023-11-29 00:00:00+00:00,2024-02-16 00:00:00+00:00,False,783573.0,,CHONTA COROZO REDD+ Project,CCB117,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-117,BIOFIX CONSULTORIA S.A.S BIC,['ccb-redd'],,cercarbono,434556.0,unknown,2017.0,2021.0,142.0,2017.0,2021.0,carbonplan_offsetsdb
forest,Colombia,2024-02-06 00:00:00+00:00,2024-10-23 00:00:00+00:00,False,1206320.0,,"Cavadacavᵾ Coreivᵾ Jocᵾ Bᵾcᵾro Rẽ, N̄ᵾjẽ N̄ecᵾvã Aiye Baquepe",CCB118,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-118,Corporación Masbosques,['ccb-redd'],,cercarbono,463244.0,unknown,2018.0,2022.0,59.0,2018.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2024-10-01 00:00:00+00:00,,False,504276.0,,Planeta Agradecido con el Resguardo indígena Bajo Río Guainía y Río Negro II,CCB146,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-146,HUMAN FOREST SAS,['ccb-redd'],,cercarbono,0.0,unknown,2022.0,2022.0,18.0,2022.0,2022.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Proyecto Solar Fotovoltaico Greenyellow,CCB147,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-147,GREENYELLOW ENERGIA DE COLOMBIA / GREENYELLOW,['ccb-renewables-er'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2023-12-15 00:00:00+00:00,2024-02-12 00:00:00+00:00,False,4593219.0,,Proyecto de Conservación UNU-MAI REDD+,CCB148,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-148,BIOFIX CONSULTORIA S.A.S BIC,['ccb-redd'],,cercarbono,1431488.0,unknown,2017.0,2024.0,231.0,2017.0,2024.0,carbonplan_offsetsdb
ghg-management,Colombia,,,False,0.0,,Veolia LFG PTA Cucuta Landfill,CCB149,Landfill,carbonplan,https://www.ecoregistry.io/projects/CDC-149,VEOLIA COLOMBIA HOLDING SA,['acm0001'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2023-06-28 00:00:00+00:00,2023-10-11 00:00:00+00:00,False,462870.0,,Proyecto de Generación de Energía Solar Fotovoltaica El Paso ,CCB151,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-151,Enel Colombia S.A. E.S.P.,['ccb-renewables-er'],,cercarbono,10000.0,unknown,2018.0,2024.0,13.0,2018.0,2024.0,carbonplan_offsetsdb
forest,Colombia,2023-12-11 00:00:00+00:00,2024-07-11 00:00:00+00:00,False,4765619.0,,GUAINIA REDD+ PROJECT,CCB152,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-152,OVIEDO S.A.S.,['ccb-redd'],,cercarbono,2503.0,unknown,2018.0,2022.0,54.0,2018.0,2022.0,carbonplan_offsetsdb
forest,Colombia,2024-07-08 00:00:00+00:00,2024-07-18 00:00:00+00:00,False,1701850.0,,Awakadaa Jiduaa,CCB155,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-155,Corporación Masbosques,['ccb-redd'],,cercarbono,844330.0,unknown,2018.0,2022.0,178.0,2018.0,2022.0,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,ORINOCO REDD+ PROJECT,CCB156,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-156,OVIEDO S.A.S.,['ccb-redd'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2023-12-29 00:00:00+00:00,2025-11-25 00:00:00+00:00,False,66878.0,,PCH CANTAYUS,CCB161,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-161,CENIT ,['ams-i-d'],,cercarbono,66878.0,unknown,2017.0,2022.0,12.0,2017.0,2022.0,carbonplan_offsetsdb
ghg-management,Colombia,2024-12-30 00:00:00+00:00,2026-05-07 00:00:00+00:00,False,5877.0,,Proyecto Agrupado Bio D S.A,CCB166,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-166,BIO D S.A.,['ams-iii-h'],,cercarbono,887.0,unknown,2017.0,2022.0,9.0,2017.0,2022.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,-,CCB173,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-173,Pruebas 1,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,2024-06-13 00:00:00+00:00,2024-11-05 00:00:00+00:00,False,217707.0,,Carbono Rancho Victoria,CCB180,Afforestation + Reforestation,carbonplan,https://www.ecoregistry.io/projects/CDC-180,Agroreforestadora Rancho Victoria S.A.,['ccb-refor'],,cercarbono,12267.0,unknown,2018.0,2023.0,24.0,2018.0,2023.0,carbonplan_offsetsdb
forest,Colombia,2024-06-14 00:00:00+00:00,2024-07-25 00:00:00+00:00,False,21026.0,,Carbono Hass,CCB181,Afforestation + Reforestation,carbonplan,https://www.ecoregistry.io/projects/CDC-181,Forestry Consulting Group S.A.S.,['ccb-refor'],,cercarbono,17033.0,unknown,2018.0,2023.0,42.0,2018.0,2023.0,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Prueba plataforma,CCB182,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-182,ATMOSPHERE ALTERNATIVE SAS ,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,,,False,0.0,,Prueba plataforma,CCB183,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-183,ATMOSPHERE ALTERNATIVE SAS ,,['Not defined'],cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2024-03-12 00:00:00+00:00,2024-05-17 00:00:00+00:00,False,7250.0,,Primer Proyecto Agrupado de Helios S.A.S E.S.P para la energización de hogares en Zonas No Interconectadas en Colombia,CCB184,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-184,HELIOS ENERGIA SA ESP,['ams-i-l'],,cercarbono,7245.0,unknown,2020.0,2023.0,8.0,2020.0,2023.0,carbonplan_offsetsdb
ghg-management,Colombia,,,False,0.0,,PMCC AGROINCE,CCB185,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-185,AGROINCE LTDA Y CIA S.C.A,['ams-iii-h'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2025-12-17 00:00:00+00:00,2026-02-19 00:00:00+00:00,False,722281.0,,Sogamoso Hydroelectric Project,CCB188,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-188,ISAGEN S.A. ESP,['acm0002'],,cercarbono,98267.0,unknown,2023.0,2024.0,54.0,2023.0,2024.0,carbonplan_offsetsdb
ghg-management,Colombia,,,False,0.0,,Proyecto de reducción de GEI - GREMCA,CCB191,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-191,GREMCA AGRICULTURA Y ENERGÍA SOSTENIBLE S.A,['ams-iii-h'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,PCH NARE,CCB194,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-194,GENERADORA NARE S.A.S E.S.P,['acm0002'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2025-07-29 00:00:00+00:00,2026-03-12 00:00:00+00:00,False,161297.0,,Guajira I Wind Farm,CCB196,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-196,ISAGEN S.A. ESP,['acm0002'],,cercarbono,26680.0,unknown,2022.0,2025.0,9.0,2022.0,2025.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Proyectos Fotovoltaicos Guamo y Numbana,CCB199,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-199,Erco Energía,['ccb-renewables-er'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Rio Amoya Run-of-River Hydro Project,CCB202,Renewable Energy,carbonplan,https://www.ecoregistry.io/projects/CDC-202,ISAGEN S.A. ESP,['acm0002'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2025-04-29 00:00:00+00:00,,False,139614.0,,Proyecto de Generación de Energía Solar Fotovoltaica La Loma ,CCB210,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-210,Enel Colombia S.A. E.S.P.,['ccb-renewables-eg'],,cercarbono,0.0,unknown,2023.0,2024.0,2.0,2023.0,2024.0,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Proyecto de Generación de Energía Solar Fotovoltaica Guayepo,CCB211,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-211,Enel Colombia S.A. E.S.P.,['ccb-renewables-eg'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,2025-01-15 00:00:00+00:00,,False,42339.0,,Agua Fresca Multipurpose and Environmental Services Project,CCB213,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-213,Energía del Río Piedras S.A E.S.P,['ams-i-d'],,cercarbono,0.0,unknown,2020.0,2023.0,4.0,2020.0,2023.0,carbonplan_offsetsdb
ghg-management,Colombia,,,False,0.0,,Proyecto Palmas del Cesar S.A,CCB215,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-215,PALMAS DEL CESAR S.A,['ams-iii-h'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
ghg-management,Colombia,,,False,0.0,,Planta de Tratamiento de Aguas Residuales - PTAR Aguas Claras,CCB221,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-221,Aguas Nacionales EPM S.A. E.S.P.,['acm0014'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
unknown,Colombia,,2025-10-11 00:00:00+00:00,False,0.0,,Savimbo Biodiversity Putumayo,CCB224,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDB-1,Savimbo Inc.,,['Methodology CBCP-01 For conservation of intact regional biodiversity using indicator species.'],cercarbono,4910.0,unknown,2019.0,2024.0,28.0,2019.0,2024.0,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,Proyecto REDD+ Fundación Biodiversa en tierras bajas del Magdalena,CCB230,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-230,FUNDACIÓN BIODIVERSA COLOMBIA,['ccb-redd'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,LIGNUS - BONOS DE CARBONO,CCB232,Afforestation + Reforestation,carbonplan,https://www.ecoregistry.io/projects/CDC-232,LIGNUS SAS,['ccb-refor'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,Proyecto Forestal CO2CERO Chigüiro,CCB244,Afforestation + Reforestation,carbonplan,https://www.ecoregistry.io/projects/CDC-254,CO2CERO,['ccb-refor'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Generación de Energía y Reducción de GEI-IACSA,CCB247,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-250,Industrial Aceitera de Casanare S.A. SUCURSAL COLO,['ams-i-f'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
forest,Colombia,,,False,0.0,,RUTA ANDINA,CCB251,REDD+,carbonplan,https://www.ecoregistry.io/projects/CDC-248,AGI Ambiental,['ccb-redd'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
renewable-energy,Colombia,,,False,0.0,,Soluciones Energéticas Promigas,CCB254,Unknown,carbonplan,https://www.ecoregistry.io/projects/CDC-253,PROMIGAS SA ESP,['ccb-renewables-eg'],,cercarbono,0.0,unknown,,,,,,carbonplan_offsetsdb
