COD_DANE,NOMBRE_MPI,DPTO_CNMBR,baseline_forest_tc30,baseline_forest_tc50,baseline_forest_tc75,n_fragmentos
15135,CAMPOHERMOSO,BOYACÁ,22030.89679711858,18988.0253213758,13597.31442099438,
15162,CERINZA,BOYACÁ,2220.601651835503,1693.9261643003406,1064.9165079532158,
15172,CHINAVITA,BOYACÁ,7933.808218277413,6231.996230241284,4314.783068401898,
15176,CHIQUINQUIRÁ,BOYACÁ,8224.832198397296,6989.860199574528,4265.643588844937,
15180,CHISCAS,BOYACÁ,26100.8824416544,22316.39193221533,13770.988083217548,
15183,CHITA,BOYACÁ,38534.18739513463,31308.06136721354,23292.538278481985,
15185,CHITARAQUE,BOYACÁ,12576.386635343257,10607.913370442117,7866.251284591295,
15187,CHIVATÁ,BOYACÁ,92.41819433471652,68.50214566734154,47.34927217210952,
15189,CIÉNEGA,BOYACÁ,1966.37970206476,1590.7661598370723,780.1886524093585,
15204,CÓMBITA,BOYACÁ,2483.4714931390777,1828.2913017994376,1113.7975991373212,
15212,COPER,BOYACÁ,13448.7711886242,12802.25377755851,11201.110057556809,
15215,CORRALES,BOYACÁ,2485.684266307677,1861.5791385799128,1128.2037621088748,
15218,COVARACHÍA,BOYACÁ,2779.666925651537,1717.1089335969302,1078.2971464502673,
15223,CUBARÁ,BOYACÁ,104012.89410306088,101321.94251941644,89340.87179400166,
